,REFERENCE: doi,NAME,FORMULA,Family,PROPERTY: Material Family,IDENTIFIER: sampleid,IDENTIFIER: paperid,IDENTIFIER: figureid,PROPERTY: Temperature (K),PROPERTY: Seebeck coefficient (V/K),PROPERTY: Thermal conductivity (W*m^(-1)*K^(-1)),PROPERTY: Power factor (W*m^(-1)*K^(-2)),PROPERTY: ZT (-),PROPERTY: Electrical conductivity (S*m^(-1)),PROPERTY: sigma_E_0,PROPERTY: log sigma_E_0,PROPERTY: quality_factor,PROPERTY: log quality_factor,inexpensive,non-toxic,n_elements,electron_count,PROPERTY: Seebeck coefficient (muV/K),|S|(muV/K),,L,L*sigma*T,Electronic thermal conductivity,Lattice thermal conductivity,
41513,10.1039/c9tc06490g,Sn0.96Zn0.04Te,Zn0.04Sn0.96Te1,Toxic,,27056,24739,21746,300,6.85E-05,4.912458682,,0.171608833,472.1702128,118.062875,2.072113355,5.36E-05,,1,FALSE,3,10,68.5,68.5,0.554040638,2.054040638,2.05404E-08,0.00290957,4.909549112,
41511,10.1063/1.1529077,17%Ni,Co8.3Ni1.7Sb30,,,3784,1885,2592,300,-6.57E-05,,,0.025901564,497.1151605,118.6080625,2.074114212,,,1,TRUE,3,241,-65.7,65.7,0.567576742,2.067576742,2.06758E-08,0.003083471,-0.003083471,
41508,10.1007/s11664-015-4128-3,"(0.5,0.5)",Cu11.5Ni0.5Sb3.5Te0.5S13,Toxic,,8075,10920,6590,300,9.87E-05,0.683170432,,0.196969697,304.6385081,119.3830625,2.076942716,0.000390298,,1,FALSE,5,0,98.7,98.7,0.42704663,1.92704663,1.92705E-08,0.001761158,0.681409274,
41505,10.1007/s11664-013-2888-1,FeGa2.97In0.03,In0.03Ga2.97Fe1,,,19910,2541,16671,300,-0.000115918,4.816145368,,0.005072464,247.2494548,121.6975625,2.08528188,5.63E-05,,1,TRUE,3,17,-115.918,115.918,0.368139586,1.868139586,1.86814E-08,0.001385689,4.814759679,
41497,10.1016/j.jallcom.2005.06.036,x=0.05,Ti1Co1Sn0.05Sb0.95,,,11243,1528,9250,300,-2.57E-05,13.65853659,3.05E-06,0.000101699,1352.564103,122.6896875,2.08880806,2E-05,,1,TRUE,4,17,-25.7,25.7,0.801274476,2.301274476,2.30127E-08,0.009337864,13.64919873,
41474,10.1016/j.scriptamat.2013.10.021,CoSb3,CoSb3,Skutterudite,Skutterudite,4779,5202,3514,300,-3.43E-05,4.463716331,,0.002512888,1052.662003,127.3608281,2.105035874,6.37E-05,,1,TRUE,2,24,-34.3,34.3,0.744018294,2.244018294,2.24402E-08,0.007086578,4.456629753,
41465,10.3740/mrsk.2015.25.2.68,60at%Mg,Mg3Sb2,Zintl,Antimonide,13315,3670,11136,300,0.000345845,0.645803164,,0.01056476,17.25169664,129.15375,2.111107021,0.00044558,,1,TRUE,2,16,345.845,345.845,0.050720637,1.550720637,1.55072E-08,8.02577E-05,0.645722906,
41463,10.1002/aenm.201900201,SnSe_3% binder,SnSe,Toxic,,27729,22406,22263,300,0.00036453,0.43043671,4.94E-06,0.014754098,13.91035549,129.371625,2.111839033,0.000669668,,1,TRUE,2,0,364.53,364.53,0.043174726,1.543174726,1.54317E-08,6.43983E-05,0.430372312,
41461,10.1080/14686996.2020.1726715,Nb0.94Sc0.06CoSn,Sc0.06Nb0.94Co1Sn1,,,27067,24802,21765,300,3.4E-05,5.22867232,1.07E-06,0.000124224,1082.539683,129.81375,2.113320696,5.54E-05,,1,TRUE,4,17,34,34,0.74594497,2.24594497,2.24594E-08,0.007293974,5.221378346,
41457,10.1007/s11664-011-1846-z,TlGdSe2,GdTlSe2,Toxic,,14251,2393,12034,300,0.000222901,1.302845305,,0.00397351,74.57060699,133.4964375,2.125469676,0.00022833,,1,TRUE,3,0,222.901,222.901,0.146378383,1.646378383,1.64638E-08,0.000368314,1.302476991,
41448,10.1007/s11664-015-4128-3,"(0.50,0.75)",Cu11.5Ni0.5Sb3.25Te0.75S13,Toxic,,8076,10920,6590,300,0.00011551,0.676841318,,0.227272727,274.6007882,134.4479375,2.128554144,0.000443516,,1,FALSE,5,0,115.51,115.51,0.369436701,1.869436701,1.86944E-08,0.001540046,0.675301272,
41421,10.1016/j.matlet.2003.11.032,L-2,CoSb3,Skutterudite,Skutterudite,4538,3741,3305,300,-7.41E-05,4.171947413,,0.000548019,508.452402,139.16425,2.143527683,7.44E-05,,1,TRUE,2,24,-74.1,74.1,0.527929196,2.027929196,2.02793E-08,0.003093316,4.168854097,
41415,10.1007/s11664-015-4128-3,"(0.5,1.0)_blue",Cu11.5Ni0.5Sb3Te1S13,Toxic,,8077,10920,6590,300,0.000124819,0.632564226,,0.201298701,252.736542,139.3901875,2.144232202,0.000491967,,1,FALSE,5,0,124.819,124.819,0.34094781,1.84094781,1.84095E-08,0.001395824,0.631168402,
41405,10.1063/1.3679561,x=0.20,Ba1Ca0.2Nd0.8Co2O5.5,,,25013,10444,20276,300,9.27E-05,1.558013614,,0.000435897,391.5566203,141.11325,2.149567794,0.00020207,,1,TRUE,5,0,92.7,92.7,0.449716484,1.949716484,1.94972E-08,0.002290273,1.555723341,
41404,10.1063/1.2404612,blue,Zn4Sb3,Antimonide,Antimonide,16448,287,13950,300,6.49E-05,,,0.0756775,599.7526152,141.1696875,2.149741453,,,1,TRUE,2,55,64.9,64.9,0.571504593,2.071504593,2.0715E-08,0.003727171,-0.003727171,
41401,10.1007/s11664-014-3438-1,Bi2Te3,Bi2Te3,Toxic,,19608,10847,16436,300,-0.000165,0.7793371,,0.977627119,157.8794168,142.5719375,2.154034052,0.000407963,,1,FALSE,2,28,-165,165,0.241131273,1.741131273,1.74113E-08,0.000824666,0.778512434,
41400,10.1039/c0jm02000a,blue,Mg0.04Zn3.96Sb3,,,16986,2732,14512,300,6.46E-05,,,0.069994315,612.0242012,143.2520625,2.156100884,,,1,TRUE,3,54,64.6,64.6,0.572984535,2.072984535,2.07298E-08,0.00380615,-0.00380615,
41389,10.1039/b913799h,0.05LaTa,Sr0.95La0.05Ta0.05Ti0.95O3,,,26405,765,21226,300,-0.000107333,5.547977065,,0.000143961,333.2206564,146.595,2.166119158,5.89E-05,,1,TRUE,5,0,-107.333,107.333,0.396418629,1.896418629,1.89642E-08,0.001895778,5.546081287,
41368,10.1007/s11664-015-4128-3,"(0.50,1.25)",Zn0.5Cu11.5Sb2.75Te1.25S13,Toxic,,8073,10920,6590,300,0.000149042,0.604083213,,0.123376623,206.9159019,154.082375,2.187752964,0.000569239,,1,FALSE,5,0,149.042,149.042,0.276693516,1.776693516,1.77669E-08,0.001102878,0.602980335,
41367,10.2320/matertrans.mra2007230,0.5,Sr2RuO4,Expensive,,25924,3988,20873,300,2.67E-05,3.900397601,,0.000820407,1634.877384,154.1315781,2.187891625,8.83E-05,,0,TRUE,3,0,26.7,26.7,0.794396626,2.294396626,2.2944E-08,0.011253171,3.88914443,
41366,10.1007/s11664-014-3438-1,Bi2Te2.9SE0.1,Bi2Te2.9Se0.1,Toxic,,19609,10847,16436,300,-0.000171618,0.759419752,,1.004745763,157.929748,154.3761875,2.188580311,0.000453334,,1,FALSE,3,0,-171.618,171.618,0.227759389,1.727759389,1.72776E-08,0.000818594,0.758601158,
41354,10.1007/s11664-014-3103-8,A1,Mg2Si,Mg2Si,Mg2Si,8660,2586,7131,300,-1.99E-05,3.649605892,,5.18E-05,2237.814795,157.3668125,2.196913148,9.65E-05,,1,TRUE,2,8,-19.9,19.9,0.842356697,2.342356697,2.34236E-08,0.015725281,3.633880611,
41341,10.3724/sp.j.1077.2012.00201,PZ,In4Se3,Toxic,,14320,5553,12118,300,-5.23E-05,,5.18E-06,0.008197485,857.9789667,159.979,2.204062978,,,1,TRUE,2,0,-52.3,52.3,0.637078709,2.137078709,2.13708E-08,0.005500706,-0.005500706,
41338,10.1111/jace.13619,Bi1.90O2Se,Bi1.9Se1O2,Toxic,,13811,3469,11535,300,-0.00058147,,6.52E-07,0.026793633,1.39710082,161.104125,2.20710666,,,1,FALSE,3,0,-581.47,581.47,0.0066531,1.5066531,1.50665E-08,6.31484E-06,-6.31484E-06,
41307,10.1016/j.physc.2015.06.015,225411,Ca5Sc2Ti2Fe2As2O11,Toxic,,21395,4486,17809,300,-1.56E-05,0.474090049,,0.000887065,3025.673137,166.37375,2.221084806,0.000819753,,1,FALSE,6,0,-15.6,15.6,0.874167951,2.374167951,2.37417E-08,0.021550369,0.45253968,
41302,10.1557/jmr.2012.90,y=0.5,LaCeFe3CoSb12,,,4253,2902,3029,300,-1.59E-06,0.347058824,,0.004147465,29940.47275,168.3485469,2.226209372,0.002938077,,1,TRUE,5,0,-1.59,1.59,0.986386615,2.486386615,2.48639E-08,0.223330772,0.123728052,
41300,10.1039/c4ta04462b,x=2,Ag0.02Sn0.98S1,,,7218,2798,5789,300,0.000339409,1.460714286,5.09E-05,0.00350877,24.24462017,168.441375,2.226448778,0.000256911,,1,TRUE,3,0,339.409,339.409,0.053614289,1.553614289,1.55361E-08,0.000113,1.460601286,
41293,10.1007/s40243-016-0086-9,IF-SPS900deg,Mg(FeO2)2,,,15467,18851,13134,300,-0.000136053,2.713547722,,0.000586181,268.6089239,170.5181875,2.231770708,0.000140064,,1,TRUE,3,0,-136.053,136.053,0.309477252,1.809477252,1.80948E-08,0.001458125,2.712089597,
41278,10.1007/s11664-014-3438-1,Bi2Te2.8Se0.2,Bi2Te2.8Se0.2,Toxic,,19610,10847,16436,300,-0.000182647,0.738672514,,1.031864407,158.1073394,176.2235625,2.246063977,0.000532034,,1,FALSE,3,0,-182.647,182.647,0.207102155,1.707102155,1.7071E-08,0.000809716,0.737862798,
41272,10.1063/1.3637053,In3.9Sn0.1Se2.95,In3.9Sn0.1Se2.95,Toxic,,12825,350,10634,300,-0.000239303,1.040675845,6.94E-06,0.001747815,82.36808237,178.6164375,2.251921423,0.000382503,,1,TRUE,3,0,-239.303,239.303,0.127077658,1.627077658,1.62708E-08,0.000402058,1.040273787,
41267,10.1088/0022-3727/42/16/165403,x=0.45,Mg1.65Zn1.35Sb2,,,17025,3278,14547,300,0.000110373,2.398671317,,0.005810629,393.3765936,180.135,2.255598104,0.000167453,,1,TRUE,3,26,110.373,110.373,0.386164676,1.886164676,1.88616E-08,0.002225919,2.396445398,
41258,10.1016/j.jssc.2010.03.023,x=0.2,Hf0.5Zr0.5Co0.8Sn0.01Sb0.99Rh0.2,,,11855,3385,9810,300,1.34E-05,4.43791903,9.46E-07,0.000255257,3882.089552,182.9814844,2.262407146,9.24E-05,,0,TRUE,6,17,13.4,13.4,0.890905212,2.390905212,2.39091E-08,0.027845124,4.410073906,
41257,10.1007/s11664-015-4251-1,R280h10,AGTS,,,21137,10940,17602,300,0.000117164,,,0.005,366.1308835,183.1316875,2.262763497,,,1,TRUE,4,0,117.164,117.164,0.364206421,1.864206421,1.86421E-08,0.002047631,-0.002047631,
41244,10.1007/s11664-014-3438-1,Bi2Te2.7Se0.3,Bi2Te2.7Se0.3,Toxic,,19611,10847,16436,300,-0.000187941,0.710468769,,1.080677966,158.3068419,187.8721875,2.273862492,0.00058974,,1,FALSE,3,0,-187.941,187.941,0.197862876,1.697862876,1.69786E-08,0.00080635,0.709662419,
41236,10.1007/s11664-013-2895-2,CaZn1.9Cu0.1P2,Ca1Zn1.9Cu0.1P2,,,6348,2543,5022,300,4.34E-05,3.52688172,1.55E-06,0.001526171,1231.164472,189.4115938,2.277406558,0.000119926,,1,TRUE,4,32,43.4,43.4,0.687882025,2.187882025,2.18788E-08,0.008080928,3.518800792,
41215,10.3740/mrsk.2015.25.2.68,63at%Mg,Mg3.15Sb1.85,,Antimonide,13318,3670,11136,300,0.000555587,0.470580828,,0.002388827,2.282607114,194.9253125,2.289868239,0.000922805,,1,TRUE,2,15,555.587,555.587,0.008316256,1.508316256,1.50832E-08,1.03287E-05,0.470570499,
41212,10.1016/j.powtec.2015.02.035,Sr0.95Si0.05MnO3,Sr0.95Mn1Si0.05O3,,,25189,4978,20435,300,-0.000119689,2.290879395,5.29E-06,0.001935901,378.7061693,195.661375,2.291505101,0.000190442,,1,TRUE,4,0,-119.689,119.689,0.356364312,1.856364312,1.85636E-08,0.00210905,2.288770345,
41209,10.1007/s11664-015-4089-6,"m=3, Nb-doped",Ca4Mn2.88Nb0.12O10,,,27364,10911,21989,300,-8.86E-05,1.821010245,4.59E-06,0.000630502,577.9663651,196.4881875,2.293336447,0.000240828,,1,TRUE,4,0,-88.6,88.6,0.46589588,1.96589588,1.9659E-08,0.003408665,1.81760158,
41206,10.1021/acs.chemmater.6b01291,x=0,CuBiSeO,Toxic,,20997,7398,17487,300,0.000384918,0.961251376,,0.000374954,16.72050111,197.02025,2.294510866,0.000456641,,1,FALSE,4,0,384.918,384.918,0.036215842,1.536215842,1.53622E-08,7.70589E-05,0.961174317,
41173,10.2320/jinstmet.ja201516,La0.7Sr0.3FeO3,Sr0.3La0.7Fe1O3,,,25951,4321,20886,300,8E-05,0.5,,0.001728972,678.2704012,203.389625,2.308328796,0.000913716,,1,TRUE,4,0,80,80,0.501749056,2.001749056,2.00175E-08,0.004073181,0.495926819,
41171,10.1063/1.2404612,black,Zn4Sb3,Antimonide,Antimonide,16450,287,13950,300,0.000139616,,,0.239937587,307.1853926,203.7949375,2.309193391,,,1,TRUE,2,55,139.616,139.616,0.300116002,1.800116002,1.80012E-08,0.001658908,-0.001658908,
41166,10.1002/advs.201700727,Ag0.9Cd0.1InSe2,Cd0.1In1Ag0.9Se2,Toxic,,11301,18827,9294,300,-2.56E-05,0.727118644,,0.06485245,2289.379964,206.492,2.314903231,0.000647188,,1,FALSE,4,0,-25.6,25.6,0.801965528,2.301965528,2.30197E-08,0.015810221,0.711308423,
41165,10.1039/c6dt02166b,x=0.51,Ba0.51Cr5Se8,Toxic,,14620,7747,12430,300,0.000151502,0.850960768,,0.001859507,269.1961757,206.5538125,2.315033215,0.000541627,,1,TRUE,3,0,151.502,151.502,0.270887486,1.770887486,1.77089E-08,0.001430148,0.84953062,
41159,10.1063/1.2404612,green,Zn4Sb3,Antimonide,Antimonide,16451,287,13950,300,0.000142023,,,0.24888565,303.854204,207.645625,2.317322785,,,1,TRUE,2,55,142.023,142.023,0.293952759,1.793952759,1.79395E-08,0.0016353,-0.0016353,
41152,10.1039/c4ta04462b,x=0.5,Ag0.005Sn0.995S1,,,7216,2798,5789,300,0.00034335,0.857142857,4.11E-05,0.00877193,28.73833073,209.012125,2.320171481,0.000543314,,1,TRUE,3,0,343.35,343.35,0.051823385,1.551823385,1.55182E-08,0.00013379,0.857009067,
41148,10.1039/c0jm02000a,black,Zn4Sb3,Antimonide,Antimonide,16988,2732,14512,300,0.000140777,,,0.222517362,311.4616898,209.606625,2.321405005,,,1,TRUE,2,55,140.777,140.777,0.297127236,1.797127236,1.79713E-08,0.001679209,-0.001679209,
41140,10.1039/c0jm02000a,green,Mg0.08Zn3.92Sb3,,,16989,2732,14512,300,0.000142359,,,0.236250295,307.906743,211.288125,2.324875089,,,1,TRUE,3,54,142.359,142.359,0.293102542,1.793102542,1.7931E-08,0.001656325,-0.001656325,
41138,10.1103/physrevb.75.245110,1,Ca0.08Co4Sb12.45,Skutterudite,Skutterudite,4705,4708,3456,300,-0.000145886,5.419625585,,0.033221109,297.9663788,213.497,2.329391777,8.78E-05,,1,TRUE,3,98,-145.886,145.886,0.284324829,1.784324829,1.78432E-08,0.001595006,5.418030579,
41131,10.1039/c3ee40879e,x=0.01,Ag1Bi1Se1S0.99Cl0.01,Toxic,,19223,868,16115,300,-0.000397401,0.455319149,6.6E-05,0.038757178,15.93942161,217.0993125,2.336658448,0.001062374,,1,FALSE,5,0,-397.401,397.401,0.032520953,1.532520953,1.53252E-08,7.32825E-05,0.455245867,
41118,10.1063/1.3679561,x=0.18,Ba1Ca0.18Nd0.82Co2O5.5,,,25012,10444,20276,300,0.000110933,0.788692027,,0.000435897,477.74728,220.3859375,2.343183879,0.000624619,,1,TRUE,5,0,110.933,110.933,0.384304925,1.884304925,1.8843E-08,0.002700665,0.785991362,
41108,10.1007/s11664-014-3007-7,x=0.01,In0.01Cu4Sn0.99S4,,,7127,2565,5707,300,0.000367469,0.890120008,,0.000923833,23.18206914,223.081625,2.348463799,0.000558384,,1,TRUE,4,0,367.469,367.469,0.042094583,1.542094583,1.54209E-08,0.000107247,0.890012761,
41107,10.1016/j.ceramint.2010.08.024,x=0.00,LaCoO3,,Perovskite,10651,507,8710,300,-0.000237504,1.595827045,6.66E-06,0.000986672,105.2130888,223.41875,2.349119618,0.000311986,,1,TRUE,3,0,-237.504,237.504,0.129063819,1.629063819,1.62906E-08,0.000514197,1.595312848,
41102,10.1063/1.4748152,Ref,Ba4Ga8Ge15,Clathrate,,842,2067,464,300,-8.71E-05,1.99504725,,0.096280696,682.102579,227.1421875,2.356297804,0.000254152,,1,TRUE,3,92,-87.1,87.1,0.471959516,1.971959516,1.97196E-08,0.004035236,1.991012014,
41099,10.1063/1.2987471,TlInTe2,TlInTe2,Toxic,,14181,1974,11954,300,0.000544567,0.615305706,7.5E-06,0.002906977,3.02888945,227.604,2.35717989,0.000824072,,1,FALSE,3,18,544.567,544.567,0.009145045,1.509145045,1.50915E-08,1.37131E-05,0.615291993,
41080,10.1016/j.jssc.2010.03.023,x=1.0,Hf0.5Zr0.5Sn0.01Sb0.99Rh1,,,11859,3385,9810,300,7.43E-06,3.811259025,5.59E-07,0.000234085,8829.850746,231.4383438,2.364435313,0.000137611,,0,TRUE,5,17,7.43,7.43,0.937956483,2.437956483,2.43796E-08,0.064580376,3.746678649,
41069,10.1039/c4ta06955b,x=0.2,Sn1Se0.2S0.8,Toxic,,7220,2808,5795,300,0.000544856,0.877900832,,0.002952784,3.11921829,235.178875,2.371398309,0.000596797,,1,TRUE,3,0,544.856,544.856,0.009122289,1.509122289,1.50912E-08,1.41218E-05,0.87788671,
41068,10.1111/j.1551-2916.2010.03904.x,In1.98Co0.02O3,In1.98Co0.02O3,,,28087,3456,22581,300,-0.000216504,3.491507303,3.91E-06,0.006612617,141.9878296,235.8370625,2.372612057,0.000150505,,1,TRUE,3,0,-216.504,216.504,0.154677373,1.654677373,1.65468E-08,0.000704832,3.490802471,
41062,10.1016/j.jallcom.2013.10.217,SnSe,SnSe,Toxic,,16239,9677,13740,300,0.000210951,1.37692553,7.86E-06,0.001397062,153.1466552,238.339125,2.377195341,0.000385819,,1,TRUE,2,0,210.951,210.951,0.162261978,1.662261978,1.66226E-08,0.00076371,1.37616182,
41048,10.3740/mrsk.2015.25.2.68,62at%Mg,Mg3.1Sb1.9,,Antimonide,13317,3670,11136,300,0.000414613,0.682291831,,0.009204195,14.53419826,241.7350625,2.383339647,0.000789365,,1,TRUE,2,15,414.613,414.613,0.028036445,1.528036445,1.52804E-08,6.66264E-05,0.682225205,
41039,10.3724/sp.j.1077.2012.00201,AZ,In4Se3,Toxic,,14319,5553,12118,300,-0.000209282,,8.28E-06,0.012226085,159.701233,243.719,2.386889388,,,1,TRUE,2,0,-209.282,209.282,0.164613468,1.664613468,1.66461E-08,0.000797522,-0.000797522,
41037,10.1063/1.2404612,turquoise,Zn4Sb3,Antimonide,Antimonide,16452,287,13950,300,0.000139241,,,0.305268795,369.5938697,244.0628125,2.387501612,,,1,TRUE,2,55,139.241,139.241,0.301087774,1.801087774,1.80109E-08,0.001997013,-0.001997013,
41032,10.1016/j.jmat.2016.05.001,SnCd0.05Te-9%AgSbSe2,Cd0.05Ag0.09Sn0.91Sb0.09Te0.73Se0.18,Toxic,,3059,18613,2024,300,4.76E-05,3.579197323,0.000388381,0.038628235,1455.225311,246.126,2.391157494,0.000153612,,1,FALSE,6,0,47.6,47.6,0.663421445,2.163421445,2.16342E-08,0.009444797,3.569752526,
41025,10.1088/0022-3727/40/21/044,0.06,Co1Sb3.18,,,4320,3266,3089,300,6.22E-05,4.205761317,4.32E-06,0.00030303,1102.857143,247.816,2.394129343,0.000131487,,1,TRUE,2,24,62.2,62.2,0.584962874,2.084962874,2.08496E-08,0.006898249,4.198863068,
41020,10.1039/c0jm02000a,turquoise,Mg0.004Zn3.996Sb3,,,16990,2732,14512,300,0.000140777,,,0.289497443,372.0656592,250.39175,2.398620015,,,1,TRUE,3,54,140.777,140.777,0.297127236,1.797127236,1.79713E-08,0.002005948,-0.002005948,
41014,10.1016/j.jallcom.2013.10.104,Ba8Au3Ga7Ge36,Ba8Ga7(Ge12Au)3,Clathrate,,734,1757,371,300,-2.6E-05,1.209861718,6.79E-06,0.00069955,2767.162504,253.4621875,2.403913179,0.000474441,,0,TRUE,4,211,-26,26,0.799204892,2.299204892,2.2992E-08,0.019086821,1.190774897,
41008,10.1109/ict.2006.331302,nano,CoSb3,Skutterudite,Skutterudite,5151,9015,3855,300,7.6E-05,,,0.002684564,906.0880307,255.365625,2.407162436,,,1,TRUE,2,24,76,76,0.519352511,2.019352511,2.01935E-08,0.005489133,-0.005489133,
41006,10.1039/c3mh00091e,Cu2ZnSnS4,ZnCu2SnS4,,,7453,3735,6021,300,0.000222966,0.794631485,,0.002833873,143.0610984,256.3045625,2.408756337,0.000719167,,1,TRUE,4,0,222.966,222.966,0.146296384,1.646296384,1.6463E-08,0.000706563,0.793924922,
41003,10.1063/1.2738460,x=0,TiCoSb,,,11349,1942,9361,300,-3.74E-05,18.85245902,1.16E-05,0.000854701,1943.798147,256.9031563,2.40976944,3.04E-05,,1,TRUE,3,18,-37.4,37.4,0.724398377,2.224398377,2.2244E-08,0.012971344,18.83948768,
41001,10.1002/adfm.201503022,as-synthesized,Mg1Ag0.97Sb0.99,,Antimonide,13340,5982,11157,300,2.37E-06,0.919591181,,0.528009525,30729.5797,257.2150586,2.410296391,0.000825158,,1,TRUE,3,16,2.37,2.37,0.979776265,2.479776265,2.47978E-08,0.228607447,0.690983734,
40989,10.1109/ict.2006.331230,"RS x=0.08,y=0",Mn0.08Fe0.92Si2,,,22017,8975,18265,300,0.000117021,12.19520305,1.69E-05,0.004686684,522.8197986,261.024625,2.416681481,4.77E-05,,1,TRUE,3,15,117.021,117.021,0.364655676,1.864655676,1.86466E-08,0.002924637,12.19227841,
40984,10.1021/cm401630d,AgBiS1.02Se0.08,Ag1Bi1Se0.08S1.02,Toxic,Sulfide,6665,607,5296,300,-2.66E-06,0.749421556,3.2E-08,7.1E-05,28025.05008,262.9424844,2.419860762,0.001076615,,1,FALSE,4,0,-2.66,2.66,0.977329884,2.477329884,2.47733E-08,0.208281882,0.541139674,
40950,10.1063/1.2404612,red,Zn4Sb3,Antimonide,Antimonide,16449,287,13950,300,6.31E-05,,,0.110156946,1182.397115,269.559875,2.430655246,,,1,TRUE,2,55,63.1,63.1,0.58044193,2.08044193,2.08044E-08,0.007379726,-0.007379726,
40948,10.1039/c0jm02000a,red,Mg0.02Zn3.98Sb3,,,16987,2732,14512,300,6.42E-05,,,0.10023978,1164.929593,271.1098438,2.433145287,,,1,TRUE,3,54,64.2,64.2,0.574963754,2.074963754,2.07496E-08,0.00725156,-0.00725156,
40944,10.1109/ict.2006.331230,"RS x-0.06,y=0",Mn0.06Fe0.96Si2,,,22014,8975,18265,300,0.000144681,12.29112056,1.34E-05,0.001189409,385.85209,272.4255,2.435247757,4.94E-05,,1,TRUE,3,16,144.681,144.681,0.287293769,1.787293769,1.78729E-08,0.002068893,12.28905167,
40940,10.1007/s11664-013-2888-1,FeGa2.90Al0.10,Al0.1Ga2.9Fe1,,,19908,2541,16667,300,-0.000137705,4.516825966,,0.022302158,421.1699798,272.8904375,2.435988318,0.000134659,,1,TRUE,3,17,-137.705,137.705,0.305101104,1.805101104,1.8051E-08,0.002280763,4.514545203,
40938,10.1016/j.ssc.2014.01.018,2.5 GPa,PbSe,Toxic,,14314,5324,12112,300,-1.57E-05,1.51409396,,0.000756999,4929.104415,273.6528906,2.43720004,0.000412377,,1,FALSE,2,0,-15.7,15.7,0.873414682,2.373414682,2.37341E-08,0.035096426,1.478997534,
40937,10.1016/j.ssc.2014.01.018,1.5 GPa,PbSe,Toxic,,14312,5324,12112,300,9.72E-05,1.697378923,,0.001248037,713.0592731,273.755,2.43736206,0.000360168,,1,FALSE,2,0,97.2,97.2,0.432604642,1.932604642,1.9326E-08,0.004134185,1.693244738,
40907,10.1021/ic300308w,Eu5Sn2As6,Eu5(SnAs3)2,Toxic,,21364,1175,17779,300,0.000152506,1.583568938,,0.00163752,362.7142726,281.7145625,2.449809297,0.000396782,,1,FALSE,3,0,152.506,152.506,0.268553026,1.768553026,1.76855E-08,0.001924438,1.5816445,
40897,10.1109/ict.2006.331230,"AN x=0.06,y=0",Mn0.06Fe0.96Si2,,,22015,8975,18265,300,0.000181915,12.60498608,2.03E-05,0.001188119,257.2347267,284.2280625,2.453666955,5.02E-05,,1,TRUE,3,16,181.915,181.915,0.208413173,1.708413173,1.70841E-08,0.00131839,12.60366769,
40889,10.1002/aenm.201900201,SnSe_5% binder,SnSe,Toxic,,27731,22406,22263,300,0.000294848,0.419883947,6.69E-06,0.009836066,69.55177743,287.962125,2.45933537,0.001528985,,1,TRUE,2,0,294.848,294.848,0.078725111,1.578725111,1.57873E-08,0.000329409,0.419554538,
40888,10.1039/c4ra04889j,x=0,Mg3Sb2,,,6410,5087,5071,300,0.000193841,1.339036791,9.82E-06,0.000567362,226.543329,288.260375,2.459784947,0.000479975,,1,TRUE,2,16,193.841,193.841,0.188050807,1.688050807,1.68805E-08,0.00114725,1.337889541,
40883,10.1016/j.jallcom.2017.07.210,IHP600,Ba8Cu4.5Si6Ge35.5,,,2377,18550,1516,300,-0.000352241,0.415521468,,0.012103501,35.82752993,288.909125,2.460761259,0.001549544,,1,TRUE,4,227,-352.241,352.241,0.047999708,1.547999708,1.548E-08,0.000166383,0.415355085,
40877,10.1016/j.powtec.2015.02.035,Sr0.8Si0.2MnO3,Sr0.8Mn1Si0.2O3,,,25192,4978,20435,300,-9.48E-05,1.146438941,6.99E-06,0.004860034,785.5978036,291.420625,2.464520285,0.000568553,,1,TRUE,4,0,-94.8,94.8,0.441648316,1.941648316,1.94165E-08,0.004576064,1.141862877,
40860,10.1063/1.3677982,In0.16Co4Sb11.70Ge0.30,In0.16Co4Ge0.3Sb11.7,ZintlÂ ,,3987,2047,2735,300,9.86E-05,4.439408592,,0.001704545,763.2398754,298.7508125,2.475309095,0.000150065,,1,TRUE,4,96,98.6,98.6,0.427414932,1.927414932,1.92741E-08,0.00441324,4.434995352,
40855,10.1016/j.ceramint.2012.08.086,MnSi1.75,Mn1Si1.75,,,10139,518,8259,300,0.000119,2.527022701,,0.102,587.8141176,301.033125,2.478614287,0.000265721,,1,TRUE,2,14,119,119,0.358487291,1.858487291,1.85849E-08,0.003277335,2.523745366,
40842,10.1016/j.solidstatesciences.2010.05.005,1373K,Sr0.92La0.08Ti1O3,,,28114,5363,22618,300,-0.000119215,,9.06E-06,0.001479441,595.7733508,305.9491875,2.485649304,,,1,TRUE,4,0,-119.215,119.215,0.357823469,1.857823469,1.85782E-08,0.003320525,-0.003320525,
40840,10.1007/s11664-015-4128-3,"(1.0,0.5)",Zn1Cu11Sb3.5Te0.5S13,Toxic,,8074,10920,6590,300,0.000250604,0.382590931,,0.028138528,123.9370717,306.6364375,2.486623761,0.001788194,,1,FALSE,5,0,250.604,250.604,0.115281385,1.615281385,1.61528E-08,0.00060058,0.381990351,
40838,10.1088/0022-3727/42/16/165403,x=0.55,Mg1.35Zn1.65Sb2,,,17026,3278,14548,300,8.7E-05,3.557389563,,0.005674425,929.6592374,308.9436875,2.489879326,0.000193771,,1,TRUE,3,29,87,87,0.472366553,1.972366553,1.97237E-08,0.005500886,3.551888677,
